ep_id,mpName,correctly_spelled,mp_gender,mp_party,mp_age,mp_tenure,mp_gov,mp_opp,mp_bame,mp_ethnicity_closest_to_self_described,mp_ethnicity_match_bes
8757f7ba-6d65-445a-b162-08017ba7654a,Graham Evans,1,male,conservative,50,3,0,0,0,,
d322deb0-356e-49c5-b8ca-621691a0590a,Sam Gyimah,1,male,conservative,37,3,1,0,1,Black African,Black African
2e1e85f4-faf9-4cca-8b94-bae0565fb57e,Mark Simmonds,1,male,conservative,49,12,1,0,0,,
bbb08548-aaee-4d36-864b-e3bbd76beb10,Alan Whitehead,1,male,labour,63,16,0,0,0,,
e38334f8-2c69-44d7-aa9c-9d1039d98e44,Bill Wiggin,1,male,conservative,47,12,0,0,0,,
36c6ab70-1e3a-414c-b99e-7b1c84169d9f,Jonathan Evans,1,male,conservative,63,21,0,0,0,,
e3a5f695-9c50-4d35-b05c-69672eca5af5,Brian H. Donohoe,1,male,labour,65,21,0,0,0,,
8ab6a9ba-4ba2-4695-ba20-4064a839c0d7,Julian Smith,1,male,conservative,42,3,0,0,0,,
cd4c9341-4471-4125-a78e-13f8ffba4d72,Paul Murphy,1,male,labour,65,26,0,0,0,,
e984ff42-3c14-4ce4-9423-d042ed40d20a,Jonathan Djanogly,1,male,conservative,48,12,0,0,0,,
e54d243b-5ed0-4eb5-b7c8-6e0d1bb290ae,Edward Timpson,1,male,conservative,40,5,1,0,0,,
725dc315-d64c-4a66-8c9a-6a8e36c6170f,Susan Elan Jones,1,female,labour,45,3,0,1,0,,
edd46a8a-7191-46e7-ae03-d469b97ee9e7,Iain Stewart,1,male,conservative,41,3,0,0,0,,
328e0940-5503-4634-81d5-11f07a68ea17,Damian Collins,1,male,conservative,39,3,0,0,0,,
809a2a10-d0c8-4af6-9d90-fb76b9ef81d0,Philip Dunne,1,male,conservative,55,8,1,0,0,,
10fdca28-0ac2-486a-ac61-bdf0eee59baf,Amber Rudd,1,female,conservative,50,3,1,0,0,,
f2e94257-a37d-4cec-935d-8f30b9f589b7,Valerie Vaz,1,female,labour,59,3,0,0,1,Indian,Indian
8af464cc-6c04-4e8a-b2dd-2189927a0879,Eric Joyce,1,male,labour,53,13,0,0,0,,
7338a938-d216-4a0d-957f-e79ddbae74df,Sarah Wollaston,1,female,conservative,51,3,0,0,0,,
63c6eb91-8f08-4150-9319-89de2391f778,Richard Benyon,1,male,conservative,53,8,0,0,0,,
e259a414-eff4-4bc4-8f63-8563e19aed59,Andrew Bingham,1,male,conservative,51,3,0,0,0,,
7b17e1f5-c249-43f9-97ac-7182315eadb1,Jeremy Browne,1,male,liberal-democrat,43,8,0,0,0,,
a3bb0d9d-9743-4a2b-853d-16eb0e90f0a0,Julie Hilling,1,female,labour,58,3,0,1,0,,
6a96c3e2-c057-4bff-8d51-9df52706a58f,Andrew Mitchell,1,male,conservative,57,26,0,0,0,,
e7e06020-d834-4c95-8cdc-d611325d78a3,Simon Hart,1,male,conservative,50,3,0,0,0,,
8f95c9e7-b3ce-418d-8bf4-190c66a2c421,Mark Tami,1,male,labour,51,12,0,1,0,,
18a9f1f8-ba92-45a9-86f3-e651b8ae020e,Matthew Hancock,1,male,conservative,35,3,1,0,0,,
9b9a9e26-6622-4e3d-8820-44497471a151,Harriett Baldwin,1,female,conservative,53,3,0,0,0,,
51b8d916-1441-4f35-a290-fb164f7a5ca7,Nia Griffith,1,female,labour,57,8,0,1,0,,
2235c51b-63c8-4261-be64-87cbce9a3011,Yvette Cooper,1,female,labour,44,16,0,1,0,,
376383ea-f61b-41dc-8189-55d17d50b719,George Hollingbery,1,male,conservative,50,3,0,0,0,,
3646a9c1-f54c-41bc-9981-8ad5698e8120,Edward Vaizey,1,male,conservative,45,8,1,0,0,,
f7d231bd-b934-4fc2-95ea-575599e4b017,Angela Eagle,1,female,labour,52,21,0,1,0,,
48e07428-aff9-4cf1-ad51-29490b85d907,Brandon Lewis,1,male,conservative,42,3,1,0,0,,
14c3d819-a56c-4fa1-81c6-02f143fbec4e,Patrick Mercer,1,male,conservative,57,12,0,0,0,,
74c8931f-8a8d-48a8-b9f8-2d4f2aec32a0,Andrea Leadsom,1,female,conservative,50,3,0,0,0,,
aff356e2-41ea-43a5-a537-690fdfc563d6,Hugh Bayley,1,male,labour,62,21,0,0,0,,
073eaa7a-f3a1-4632-897b-24dc8ed3eec5,Lorraine Fullbrook,1,female,conservative,54,3,0,0,0,,
1499f26e-8607-4ec3-a703-31f99d002fc8,Liz Kendall,1,female,labour,42,3,0,1,0,,
dd13506c-6dee-4255-a05f-d63903c51588,Jo Swinson,1,female,liberal-democrat,33,8,0,0,0,,
b854bd7d-a11d-4897-8a6d-ca183d66a4ca,Iain Duncan Smith,1,male,conservative,59,21,1,0,0,,
20e47013-df7b-45e4-a846-77651c1a4ec1,David Nuttall,1,male,conservative,51,3,0,0,0,,
4cbb8157-7c61-4fb1-8340-98177e3d08e5,Mark Francois,1,male,conservative,48,12,1,0,0,,
7df1817e-ff99-4429-ac3a-16f7ad83ab12,Geoffrey Robinson,1,male,labour,75,37,0,0,0,,
82ea1d8e-cfa2-4a17-901f-c187abebc3cb,David Jones,1,male,conservative,61,8,1,0,0,,
486e3536-3c99-41ed-ac0d-bd0210d00dd2,John Spellar,1,male,labour,66,31,0,1,0,,
e6cb64f8-adfc-4df0-ad4b-acd5ebcce164,Frank Roy,1,male,labour,55,16,0,0,0,,
44fea536-808d-4c6a-9996-c4c8b765f7c2,Margaret Beckett,1,female,labour,71,39,0,0,0,,
465244d6-5321-434a-9ff5-7b836f750a96,Chuka Umunna,1,male,labour,35,3,0,1,1,White and Black African,White and Black African
8276b561-cb04-4c9c-bcd6-a0d7bbd44514,Eric Ollerenshaw,1,male,conservative,63,3,0,0,0,,
767250a1-8dda-4c7c-b17c-8e0de6c731f2,Justine Greening,1,female,conservative,44,8,1,0,0,,
f907367c-2241-4d4b-96a3-9271e6218c86,Maria Miller,1,female,conservative,49,8,1,0,0,,
9bba9ece-5f93-441c-81ff-d98b86b4bd1f,Julian Sturdy,1,male,conservative,42,3,0,0,0,,
66a90126-b8b6-497c-8891-b24203a6589d,Simon Reevell,1,male,conservative,47,3,0,0,0,,
0520e866-da50-4c0c-89f4-c85506e501a0,James Duddridge,1,male,conservative,42,8,0,0,0,,
e549cc61-81f3-4fa9-b528-61e73d7794b9,Simon Kirby,1,male,conservative,49,3,0,0,0,,
22c9140c-2f66-423f-bf2d-7efc56e74525,John Hemming,1,male,liberal-democrat,53,8,0,0,0,,
18da8cfd-c352-425b-aebf-25ac6032b9fb,Shailesh Vara,1,male,conservative,53,8,1,0,1,Indian,Indian
e6b4c181-4202-481c-84da-a3b0c4c0ce42,Dan Rogerson,1,male,liberal-democrat,38,8,1,0,0,,
8364c43c-2816-49c9-9a93-1b27e31a5f01,Edward Leigh,1,male,conservative,63,30,0,0,0,,
4bee9459-4d49-4453-a70d-1e58446856ea,Ben Wallace,1,male,conservative,43,14,0,0,0,,
168cb977-e5df-4cb2-865f-84d51687502e,Jake Berry,1,male,conservative,35,3,0,0,0,,
1c0b9247-9666-4656-bed4-9c845de1f6cf,Oliver Colvile,1,male,conservative,54,3,0,0,0,,
6a505ea4-70aa-4398-840f-5d068afd22a2,Peter Lilley,1,male,conservative,70,30,0,0,0,,
7e632a66-b4a1-47e8-99b0-88cdb1821f8a,Anne Begg,1,female,labour,58,16,0,0,0,,
b3165cb8-71de-4c87-87f9-3662126a2c66,Fiona O'Donnell,1,female,labour,54,3,0,0,0,,
f78168c2-730b-44c1-9e64-b3c158e046aa,Michael Fabricant,1,male,conservative,63,21,0,0,0,,
3c1596f7-645e-4162-b89d-4b08affa0954,Robert Walter,1,male,conservative,65,16,0,0,0,,
4c2cb6c9-d832-4903-b07d-db95fcaef8c3,Oliver Letwin,1,male,conservative,57,16,1,0,0,,
5640283f-e650-4c6b-a274-79d3c006f5da,Eleanor Laing,1,female,conservative,56,16,0,0,0,,
95415bba-6ab9-423f-b717-479672164cda,Stephen O'Brien,1,male,conservative,56,14,0,0,0,,
3ead5f10-a485-4286-a42d-d16cee176e00,Mike Weir,1,male,scottish-national-party,56,12,0,1,0,,
3fdc4150-5805-4039-8fa9-a5de6e229bd0,Lisa Nandy,1,female,labour,34,3,0,1,1,White and Indian,White and Asian
c09386a3-5715-4bc8-9850-7344e2d6be0b,Gavin Williamson,1,male,conservative,37,3,0,0,0,,
139a31fb-787c-4e85-bdfc-15425c334e0f,Alan Beith,1,male,liberal-democrat,70,40,0,0,0,,
614a9faf-ea70-4302-8a29-fc3b20bf000e,Stephen Lloyd,1,male,liberal-democrat,56,3,0,0,0,,
54339630-9cd2-440b-8f8b-7b97bc20e53d,Peter Bottomley,1,male,conservative,69,38,0,0,0,,
33dfbf31-d637-4780-9832-58215f3b737d,Thomas Docherty,1,male,labour,39,3,0,1,0,,
db9c7390-3ba5-4476-9315-14c693b48c99,Guy Opperman,1,male,conservative,48,3,0,0,0,,
7b4736ff-605b-45fd-8569-6cdbaddefba2,Ed Balls,1,male,labour,46,8,0,1,0,,
ecaccaf9-bee4-421d-863d-8478d283d34f,Geoffrey Cox,1,male,conservative,53,8,0,0,0,,
5655d43c-5c72-477a-bf50-eee364c3b369,Emily Thornberry,1,female,labour,53,8,0,1,0,,
b9d577bd-f12e-452c-b6de-6b39de1121f8,Wayne David,1,male,labour,56,12,0,0,0,,
8be5abce-a899-446f-8b5e-59f9f519ee9b,William Hague,1,male,conservative,52,24,1,0,0,,
b7a6c3b0-4902-45f5-a89b-de09a329287a,Chris White,1,male,conservative,46,3,0,0,0,,
ea3dd95d-5e19-42d3-859a-fcb50e5ad8c5,Ian Swales,1,male,liberal-democrat,60,3,0,0,0,,
1a95a1f7-e7d6-428f-9719-33105e9b63c6,Stephen Phillips,1,male,conservative,43,3,0,0,0,,
97ba6c0c-9b1c-4389-a5a3-c7a6da83491e,Aidan Burley,1,male,conservative,35,3,0,0,0,,
8cd520ac-9216-4f8e-a425-18ec967233b5,Roger Gale,1,male,conservative,70,30,0,0,0,,
f4005293-d951-4781-9f4c-db7d0cc8a91e,Charles Kennedy,1,male,liberal-democrat,54,30,0,0,0,,
548e7f10-5eb3-442a-8825-e963018d2990,Rebecca Harris,1,female,conservative,46,3,0,0,0,,
d7d0b5e3-ef36-41c4-bf1a-d5d72172848e,Norman Lamb,1,male,liberal-democrat,56,12,1,0,0,,
93104ebb-07ae-4041-9534-893982d1c7b6,Peter Tapsell,1,male,conservative,84,54,0,0,0,,
0eb0b97e-4a72-4545-81a7-59bd4c85a9a1,Craig Whittaker,1,male,conservative,51,3,0,0,0,,
5bf9e3a2-5dc4-4d86-a09f-9d89d6b610f2,David Willetts,1,male,conservative,57,21,1,0,0,,
3a6f850f-f4b6-4e2f-8e5c-cbd8d9ed7ae6,Julian Lewis,1,male,conservative,62,16,0,0,0,,
9b8c3442-1a77-46ef-96d0-c43bed6f6007,Stephen Gilbert,1,male,liberal-democrat,37,3,0,0,0,,
94d95897-e50d-437c-85c5-9b01ead07a2e,Austin Mitchell,1,male,labour,79,36,0,0,0,,
66c2342d-cc10-493b-b937-468d7bbb5a91,Stephen Doughty,1,male,labourco-operative,33,1,0,1,0,,
24374212-3f85-4e77-bb93-3e8e563d5995,George Eustice,1,male,conservative,42,3,1,0,0,,
a9e9e4f0-50db-46ab-948f-548eb9eb2455,Dan Jarvis,1,male,labour,41,2,0,1,0,,
143e9107-f2b6-4c8a-b51c-4b47647d4ef4,Mel Stride,1,male,conservative,52,3,0,0,0,,
8d593d61-55bb-4b13-aae7-fe6e9040479d,Jonathan Reynolds,1,male,labourco-operative,33,3,0,1,0,,
28cc5a9d-e522-4c02-87d1-2213f80d5655,Andrew Jones,1,male,conservative,50,3,0,0,0,,
423db8e2-7be0-47ee-b698-2a0957d27a9d,Dominic Raab,1,male,conservative,39,3,0,0,0,,
c72c9887-92f5-46c6-8d69-6210493213eb,Chris Grayling,1,male,conservative,51,12,1,0,0,,
61eee60f-e4f9-456e-8327-37c37142b5cb,Francis Maude,1,male,conservative,60,30,1,0,0,,
b8f57586-747b-4bfa-990c-30187a3b95f7,Greg Knight,1,male,conservative,64,30,0,0,0,,
55861f11-a816-4650-b774-ba1c93247198,Alan Haselhurst,1,male,conservative,76,43,0,0,0,,
636d620f-6736-480d-b5b8-3fca387dd4e2,Nicola Blackwood,1,female,conservative,34,3,0,0,0,,
8b0c4c98-e88e-4887-b231-aec1a7bb63aa,Paul Farrelley,0,male,labour,51,12,0,0,0,,
41342093-5665-409e-ab5c-4b93c4b47f90,Frank Doran,1,male,labour,64,26,0,0,0,,
8f796b06-116d-404e-a0c8-bbfd53d90edb,John Howell,1,male,conservative,58,5,0,0,0,,
a90d68cc-af1a-4fe5-9af7-09d60a75ec57,Kevin Barron,1,male,labour,67,30,0,0,0,,
aa3c1dfd-9425-4262-abe6-07f7673291a3,Mark Hunter,1,male,liberal-democrat,56,8,1,0,0,,
65a53c58-e44a-4ff9-bd58-07765c338820,Toby Perkins,1,male,labour,43,3,0,1,0,,
cb826d12-edd0-457f-90cd-83678ce33e38,Pauline Latham,1,female,conservative,65,3,0,0,0,,
55c8db96-f341-4625-93d3-d07138aed372,Jim Dowd,1,male,labour,62,21,0,0,0,,
79ac228a-d986-40c5-870a-b3eed111d428,Chris Kelly,1,male,conservative,35,3,0,0,0,,
09cd8b28-cbd7-446e-b204-481a6dcc6b7a,Julie Elliott,1,female,labour,50,3,0,1,0,,
cbb22f79-4996-481f-ab19-425767c88a4f,Kris Hopkins,1,male,conservative,50,3,1,0,0,,
2396b05f-1284-4961-aba8-36d8c288c7d3,Dai Havard,1,male,labour,63,12,0,0,0,,
19385dcf-28ca-4b60-a9c9-f4832f3948ce,Joseph Johnson,1,male,conservative,42,3,1,0,0,,
fde77dfc-5be9-448f-8626-7a1ca46661e6,Barbara Keeley,1,female,labour,61,8,0,0,0,,
b205bacb-eecf-4a72-ba52-3ab330318c39,John Bercow,1,male,speaker,51,16,0,0,0,,
ad76754d-647b-4577-8069-f1a142706264,Catherine McKinnell,1,female,labour,37,3,0,1,0,,
52f46312-fdb4-46e8-a62b-a77d7aae791c,Annette Brooke,1,female,liberal-democrat,66,12,0,0,0,,
6b6aad6b-b1fd-4c33-97e1-97b2b727be9a,John Glen,1,male,conservative,39,3,0,0,0,,
95a0a7ad-14fe-449c-93a9-83f32713ef16,Stephen Williams,1,male,liberal-democrat,47,8,1,0,0,,
11ee4f47-4cf7-4630-92b4-0f76e38ca918,Jim Dobbin,1,male,labour,72,16,0,0,0,,
b746ce82-e2ea-4cbf-b2f3-f6e4de071ee0,Tony Baldry,1,male,conservative,63,30,1,0,0,,
0f2aff09-e0a1-4964-bc55-f21946ad7696,Richard Graham,1,male,conservative,55,3,0,0,0,,
cc1e9d56-73f0-440e-b20a-68612152e972,Eric Pickles,1,male,conservative,61,21,1,0,0,,
e8c49ab4-99b3-4b26-87aa-344468e50884,Jeremy Hunt,1,male,conservative,47,8,1,0,0,,
23d74d7d-3cdb-4e4c-bb3f-f96769998a6d,Chris Bryant,1,male,labour,52,12,0,1,0,,
07779ad8-642f-4a99-89ef-ab05d7fb4b63,Andrew Turner,1,male,conservative,60,12,0,0,0,,
ba1300c3-0248-46f5-8781-ecabe8dbd8b4,Luciana Berger,1,female,labourco-operative,32,3,0,1,0,,
b1416719-e4c2-462d-85f0-776ee1ead351,Russell Brown,1,male,labour,62,16,0,1,0,,
2148a0c3-5139-4f6f-a565-f10979f1beb0,Mary Creagh,1,female,labour,46,8,0,1,0,,
94c67f1f-5d80-488c-b963-abb89e0c7e32,Geraint Davies,1,male,labourco-operative,53,16,0,0,0,,
568d99e6-67e2-42fd-af01-f955f0d891ab,Jim Cunningham,1,male,labour,72,21,0,0,0,,
b982f099-606b-4c2e-9045-7554b651ac83,Margaret Hodge,1,female,labour,69,19,0,0,0,,
123a9485-d504-4016-996f-f62b921428a4,Andrew Gwynne,1,male,labour,39,8,0,1,0,,
1a06e628-2403-4d33-8b80-0f6dc2352cc9,Kevan Jones,1,male,labour,49,12,0,1,0,,
fa46da08-852f-4a22-aa25-a102e4a592fc,James Morris,1,male,conservative,46,3,0,0,0,,
57de72bd-1c1f-45f2-a00e-8d8767423bdf,David Evennett,1,male,conservative,64,8,1,0,0,,
111e42f6-9a35-4646-92d4-bb8fca158d55,Michael McCann,1,male,labour,50,3,0,0,0,,
78372dbe-05ee-48fa-b3d9-c936506151a6,Philip Davies,1,male,conservative,42,8,0,0,0,,
127ccb5c-4161-49ad-9182-80cf1030c13b,Linda Riordan,1,female,labour,60,8,0,0,0,,
25e4908f-297d-4824-ad92-58ad1f045858,Dame Joan Ruddock,1,female,labour,70,26,0,0,0,,
d46c94ef-eb02-46ff-b581-3a8bb05b83c7,Phil Wilson,1,male,labour,54,6,0,1,0,,
d56e93bb-d182-44e0-a706-957ae0c974da,Simon Burns,1,male,conservative,61,26,0,0,0,,
be03bd61-dbe5-46ed-8423-4a2b7606bcb9,James Wharton,1,male,conservative,29,3,0,0,0,,
d3edcb30-9f02-49b2-96f0-7864e3e41282,Robert Goodwill,1,male,conservative,57,8,1,0,0,,
61b114a6-4465-48ba-b644-8a3971382a8b,Nicholas Soames,1,male,conservative,65,30,0,0,0,,
a12f2b4a-1c75-4b3c-9671-814baef37f78,Edward Miliband,1,male,labour,44,8,0,1,0,,
b5e7da2e-eb53-4136-8a42-68626ea1ed11,Stephen Crabb,1,male,conservative,41,8,1,0,0,,
9342a9c8-bfcb-400d-9e10-3d039537be5e,Michael Gove,1,male,conservative,46,8,1,0,0,,
b1982608-092a-4cb5-88d0-93a2e513216d,Kelvin Hopkins,1,male,labour,72,16,0,0,0,,
89f38eb6-dbb7-4277-975c-dc7d98a82b86,Meg Munn,1,female,labour,54,12,0,0,0,,
9a10f4f6-03cc-4eef-b9fe-7cc7c5629fe5,Diana Johnson,1,female,labour,47,8,0,1,0,,
71eef1bd-b792-4798-afca-643690e45bd9,Diane Abbott,1,female,labour,60,26,0,0,1,Black Caribbean,Black Caribbean
237e83e4-3815-4bb8-80fc-2ce83cc2290c,Ian Liddell-Grainger,1,male,conservative,54,12,0,0,0,,
fdac1ea6-83b3-4af4-8c5e-9a8b920d9871,Roger Godsiff,1,male,labour,67,21,0,0,0,,
615124c1-8687-4ebd-be66-bd526f8e56af,Martin Horwood,1,male,liberal-democrat,51,8,0,0,0,,
42fb6801-adef-4586-9220-0721ad4d5a7f,David Lammy,1,male,labour,41,13,0,0,1,African,African
0d13e9d4-e38b-4651-9680-1d3b7951edb1,David Gauke,1,male,conservative,42,8,1,0,0,,
0b3e4514-1198-4fbb-a272-d03ce8818cf8,Karl McCartney,1,male,conservative,45,3,0,0,0,,
467159f7-8497-490a-9eba-6ac2ecdf8d56,Michael Moore,1,male,liberal-democrat,48,16,0,0,0,,
fab10009-38f8-4555-bcc6-d9a9cd5ab85e,Gerry Sutcliffe,1,male,labour,60,19,0,0,0,,
b0e31944-e435-45b8-80a3-0fa24b15965a,Natascha Engel,1,female,labour,46,8,0,0,0,,
41e4d077-ad91-40e6-93c1-4a9ab40b0660,Stewart Jackson,1,male,conservative,49,8,0,0,0,,
3a20d698-05f4-4714-9e3e-3da95fd3b88c,Daniel Poulter,1,male,conservative,35,3,1,0,0,,
f3098f63-f37a-4bae-98a6-3b9b642a1723,Andrew Selous,1,male,conservative,51,12,0,0,0,,
b42245e6-14eb-4575-a8a0-c0c0851ed0cf,James Clappison,1,male,conservative,57,21,0,0,0,,
74679ab9-0d96-43cc-b84f-bbd825e93da0,George Young,1,male,conservative,72,39,1,0,0,,
c97acde1-9ada-48a3-89f3-d0edc45c6271,Gemma Doyle,1,female,labour,32,3,0,1,0,,
01fbdbc4-1cf7-4da3-a91c-1df42f806716,Tom Brake,1,male,liberal-democrat,51,16,1,0,0,,
484b8345-c2fa-4350-987b-2cc4f29acdc9,Seema Malhotra,1,female,labourco-operative,43,2,0,1,1,Indian,Indian
125d302b-ea01-44c7-80c5-bae93f6aca9d,Jim Fitzpatrick,1,male,labour,61,16,0,0,0,,
cf13228f-6d5d-4331-94de-7d9cb64a90fc,Stewart Hosie,1,male,scottish-national-party,51,8,0,1,0,,
0887c5ac-1ea6-4f35-86f4-4b8fae339b56,Andrew Stunell,1,male,liberal-democrat,71,16,0,0,0,,
c6ccae62-3846-4d98-b169-9c0eee0c6371,Gareth Johnson,1,male,conservative,44,3,0,0,0,,
1f8cceb7-c8df-4095-981e-e35221da8d88,Neil Carmichael,1,male,conservative,52,3,0,0,0,,
853eb65f-91dc-4488-945c-88943e31b5de,Danny Alexander,1,male,liberal-democrat,41,8,1,0,0,,
a5746720-c5ad-4ebf-8e43-4a1862ef272e,Andy Sawford,1,male,labour,37,1,0,1,0,,
9dc473aa-264a-4bb6-b6c9-b32a572bf0df,John Robertson,1,male,labour,61,13,0,0,0,,
77c9d15f-98c7-45b4-89a8-6f21ab07157d,Philip Hammond,1,male,conservative,58,16,1,0,0,,
b7ab8e13-da59-40c6-a47e-79dcf209a54d,Bernard Jenkin,1,male,conservative,54,21,0,0,0,,
09c9fd75-3e38-4bef-9518-9551f67019fe,Mark Williams,1,male,liberal-democrat,47,8,0,0,0,,
7c393efb-1c08-41b1-afd9-1da853e477cc,John Penrose,1,male,conservative,49,8,1,0,0,,
b7b1d6cd-fe24-4aa6-ab38-f2ec47b73e9a,Mike Hancock,1,male,independent,67,29,0,0,0,,
17bae9e7-1d8d-4425-ba72-2e0d312f0bac,John Healey,1,male,labour,53,16,0,0,0,,
f0bb615f-c584-4850-a64e-e87de40d169a,Andrew Percy,1,male,conservative,36,3,0,0,0,,
2aa3a984-6047-4a26-81c6-770eda29d1b0,Lorely Burt,1,female,liberal-democrat,59,8,0,0,0,,
b6f4dcb2-f8e5-4626-9739-9d80fe90ff15,Brian Binley,1,male,conservative,71,8,0,0,0,,
0f316d11-27f5-4dd9-b94c-94f1d36a58bc,John Hayes,1,male,conservative,55,16,1,0,0,,
9564e93b-98c4-44b9-914c-0f16be0fec72,Martin Vickers,1,male,conservative,63,3,0,0,0,,
bf535961-e2b4-40ee-bc52-7223792e1db0,Hugo Swire,1,male,conservative,54,12,1,0,0,,
ec3bd13d-8b32-4d27-aa65-6aa26e319cf6,David Morris,1,male,conservative,48,3,0,0,0,,
80f5d89f-6f79-4c49-9e15-6bbd526d1912,Brooks Newmark,1,male,conservative,55,8,0,0,0,,
8d141a19-4cc5-47b9-b86b-45c4ce073244,Graham Jones,1,male,labour,47,3,0,1,0,,
4ada49b5-0493-4346-afd7-c3001a50777b,Mark Reckless,1,male,ukip,43,3,0,0,0,,
873c0f5f-c92e-4be3-b5a3-5607b0ac1680,Chris Ruane,1,male,labour,55,16,0,0,0,,
5523feb4-dd95-489a-808c-0c8f92f20af8,Don Foster,1,male,liberal-democrat,66,21,1,0,0,,
06c8a2d3-1ac8-4043-8a0f-6d751bb6842f,Ronnie Campbell,1,male,labour,70,26,0,0,0,,
46b00033-9639-4a69-bb1b-2149caaf44dc,Mark Lancaster,1,male,conservative,43,8,1,0,0,,
39d21c55-5d42-4dfe-882a-a83f597aca37,Martin Caton,1,male,labour,62,16,0,0,0,,
e2f9259f-fca5-4202-9aba-4d8272e433d5,Barry Gardiner,1,male,labour,56,16,0,1,0,,
